COMPLETED,169,WAITING,3,REJECTED,671,Turnaround,150.7869822485207,Waiting,121.3491124260355,Processing,29.437869822485208
COMPLETED,161,WAITING,6,REJECTED,531,Turnaround,187.92546583850933,Waiting,157.055900621118,Processing,30.869565217391305
COMPLETED,162,WAITING,2,REJECTED,510,Turnaround,187.45679012345678,Waiting,156.7469135802469,Processing,30.709876543209877
COMPLETED,169,WAITING,2,REJECTED,502,Turnaround,201.4378698224852,Waiting,171.97041420118344,Processing,29.467455621301774
COMPLETED,173,WAITING,0,REJECTED,436,Turnaround,170.29479768786126,Waiting,141.68208092485548,Processing,28.612716763005782
COMPLETED,165,WAITING,2,REJECTED,469,Turnaround,165.23030303030302,Waiting,134.9878787878788,Processing,30.242424242424242
COMPLETED,164,WAITING,3,REJECTED,583,Turnaround,185.4390243902439,Waiting,155.0731707317073,Processing,30.365853658536587
COMPLETED,163,WAITING,1,REJECTED,585,Turnaround,175.93251533742333,Waiting,145.50306748466258,Processing,30.429447852760735
COMPLETED,172,WAITING,10,REJECTED,598,Turnaround,167.17441860465115,Waiting,138.27906976744185,Processing,28.8953488372093
COMPLETED,154,WAITING,0,REJECTED,741,Turnaround,175.93506493506493,Waiting,145.4805194805195,Processing,30.454545454545453
COMPLETED,159,WAITING,7,REJECTED,550,Turnaround,190.67295597484278,Waiting,159.32075471698113,Processing,31.352201257861637
COMPLETED,163,WAITING,3,REJECTED,492,Turnaround,182.1840490797546,Waiting,151.6319018404908,Processing,30.552147239263803
COMPLETED,153,WAITING,10,REJECTED,413,Turnaround,173.15686274509804,Waiting,140.6078431372549,Processing,32.549019607843135
COMPLETED,166,WAITING,0,REJECTED,704,Turnaround,154.75903614457832,Waiting,124.90963855421687,Processing,29.849397590361445
COMPLETED,168,WAITING,7,REJECTED,506,Turnaround,174.98809523809524,Waiting,145.4345238095238,Processing,29.553571428571427
COMPLETED,153,WAITING,8,REJECTED,618,Turnaround,185.79738562091504,Waiting,153.34640522875816,Processing,32.450980392156865
COMPLETED,166,WAITING,5,REJECTED,746,Turnaround,176.90361445783134,Waiting,147.02409638554218,Processing,29.879518072289155
COMPLETED,156,WAITING,10,REJECTED,478,Turnaround,204.6346153846154,Waiting,172.8397435897436,Processing,31.794871794871796
COMPLETED,170,WAITING,8,REJECTED,699,Turnaround,155.9,Waiting,126.60588235294118,Processing,29.294117647058822
COMPLETED,156,WAITING,0,REJECTED,389,Turnaround,203.60897435897436,Waiting,171.62179487179486,Processing,31.987179487179485
COMPLETED,154,WAITING,2,REJECTED,413,Turnaround,193.5,Waiting,161.45454545454547,Processing,32.04545454545455
COMPLETED,163,WAITING,6,REJECTED,531,Turnaround,164.21472392638037,Waiting,133.6319018404908,Processing,30.58282208588957
COMPLETED,159,WAITING,4,REJECTED,439,Turnaround,202.67295597484278,Waiting,171.32075471698113,Processing,31.352201257861637
COMPLETED,160,WAITING,10,REJECTED,742,Turnaround,177.525,Waiting,146.36875,Processing,31.15625
COMPLETED,156,WAITING,0,REJECTED,498,Turnaround,190.1346153846154,Waiting,158.17948717948718,Processing,31.955128205128204
COMPLETED,177,WAITING,5,REJECTED,473,Turnaround,162.2090395480226,Waiting,134.07344632768363,Processing,28.135593220338983
COMPLETED,166,WAITING,10,REJECTED,661,Turnaround,186.3132530120482,Waiting,156.25301204819277,Processing,30.06024096385542
COMPLETED,178,WAITING,2,REJECTED,607,Turnaround,168.57303370786516,Waiting,140.53932584269663,Processing,28.03370786516854
COMPLETED,153,WAITING,8,REJECTED,616,Turnaround,180.99346405228758,Waiting,148.47712418300654,Processing,32.51633986928105
COMPLETED,152,WAITING,5,REJECTED,400,Turnaround,220.57236842105263,Waiting,187.8421052631579,Processing,32.73026315789474
