COMPLETED,133,WAITING,1,REJECTED,828,Turnaround,415.6551724137931,Waiting,384.44827586206895,Processing,31.20689655172414,Ending Time,5000,Idle Time,730
COMPLETED,137,WAITING,2,REJECTED,756,Turnaround,483.42857142857144,Waiting,451.2261904761905,Processing,32.20238095238095,Ending Time,5012,Idle Time,577
COMPLETED,153,WAITING,1,REJECTED,751,Turnaround,207.88541666666666,Waiting,178.5625,Processing,29.322916666666668,Ending Time,5017,Idle Time,711
COMPLETED,136,WAITING,1,REJECTED,755,Turnaround,423.77906976744185,Waiting,391.45348837209303,Processing,32.325581395348834,Ending Time,5003,Idle Time,648
COMPLETED,135,WAITING,1,REJECTED,793,Turnaround,231.4712643678161,Waiting,203.2528735632184,Processing,28.2183908045977,Ending Time,5003,Idle Time,1030
COMPLETED,130,WAITING,1,REJECTED,792,Turnaround,305.94805194805195,Waiting,275.23376623376623,Processing,30.714285714285715,Ending Time,5037,Idle Time,1027
COMPLETED,164,WAITING,3,REJECTED,740,Turnaround,311.0194174757282,Waiting,281.50485436893206,Processing,29.514563106796118,Ending Time,5032,Idle Time,57
COMPLETED,149,WAITING,1,REJECTED,741,Turnaround,398.48837209302326,Waiting,366.22093023255815,Processing,32.26744186046512,Ending Time,5000,Idle Time,484
COMPLETED,142,WAITING,1,REJECTED,768,Turnaround,405.0,Waiting,375.6818181818182,Processing,29.318181818181817,Ending Time,5026,Idle Time,748
COMPLETED,150,WAITING,2,REJECTED,756,Turnaround,281.1489361702128,Waiting,251.5212765957447,Processing,29.627659574468087,Ending Time,5003,Idle Time,458
COMPLETED,157,WAITING,3,REJECTED,763,Turnaround,219.60227272727272,Waiting,190.5681818181818,Processing,29.03409090909091,Ending Time,5042,Idle Time,631
COMPLETED,149,WAITING,1,REJECTED,734,Turnaround,294.82954545454544,Waiting,262.10227272727275,Processing,32.72727272727273,Ending Time,5009,Idle Time,301
COMPLETED,162,WAITING,1,REJECTED,750,Turnaround,269.7113402061856,Waiting,241.20618556701032,Processing,28.50515463917526,Ending Time,5006,Idle Time,423
COMPLETED,158,WAITING,3,REJECTED,746,Turnaround,319.6808510638298,Waiting,291.3829787234043,Processing,28.29787234042553,Ending Time,5012,Idle Time,355
COMPLETED,134,WAITING,1,REJECTED,748,Turnaround,355.075,Waiting,323.325,Processing,31.75,Ending Time,5042,Idle Time,824
COMPLETED,135,WAITING,1,REJECTED,760,Turnaround,348.68131868131866,Waiting,317.5824175824176,Processing,31.0989010989011,Ending Time,5001,Idle Time,615
COMPLETED,138,WAITING,1,REJECTED,778,Turnaround,372.1411764705882,Waiting,340.61176470588236,Processing,31.529411764705884,Ending Time,5035,Idle Time,689
COMPLETED,129,WAITING,1,REJECTED,790,Turnaround,324.4938271604938,Waiting,292.8888888888889,Processing,31.604938271604937,Ending Time,5010,Idle Time,969
COMPLETED,140,WAITING,1,REJECTED,757,Turnaround,356.7613636363636,Waiting,327.72727272727275,Processing,29.03409090909091,Ending Time,5001,Idle Time,771
COMPLETED,146,WAITING,1,REJECTED,766,Turnaround,301.55913978494624,Waiting,271.98924731182797,Processing,29.56989247311828,Ending Time,5006,Idle Time,606
COMPLETED,158,WAITING,1,REJECTED,758,Turnaround,322.4742268041237,Waiting,292.21649484536084,Processing,30.257731958762886,Ending Time,5002,Idle Time,145
COMPLETED,136,WAITING,1,REJECTED,738,Turnaround,328.6296296296296,Waiting,296.9012345679012,Processing,31.728395061728396,Ending Time,5000,Idle Time,758
COMPLETED,150,WAITING,1,REJECTED,773,Turnaround,216.68965517241378,Waiting,187.72413793103448,Processing,28.96551724137931,Ending Time,5029,Idle Time,616
COMPLETED,138,WAITING,1,REJECTED,773,Turnaround,343.4457831325301,Waiting,313.4457831325301,Processing,30.0,Ending Time,5006,Idle Time,976
COMPLETED,164,WAITING,5,REJECTED,739,Turnaround,322.3229166666667,Waiting,292.2708333333333,Processing,30.052083333333332,Ending Time,5020,Idle Time,95
COMPLETED,145,WAITING,1,REJECTED,777,Turnaround,307.2659574468085,Waiting,278.5425531914894,Processing,28.72340425531915,Ending Time,5013,Idle Time,629
COMPLETED,145,WAITING,1,REJECTED,763,Turnaround,291.0731707317073,Waiting,258.4512195121951,Processing,32.6219512195122,Ending Time,5038,Idle Time,629
