COMPLETED,107,WAITING,1,REJECTED,808,Turnaround,113.77941176470588,Waiting,81.3529411764706,Processing,32.4264705882353,Ending Time,5000
COMPLETED,89,WAITING,1,REJECTED,817,Turnaround,132.93617021276594,Waiting,102.40425531914893,Processing,30.53191489361702,Ending Time,5000
COMPLETED,96,WAITING,1,REJECTED,816,Turnaround,109.1311475409836,Waiting,80.19672131147541,Processing,28.934426229508198,Ending Time,5007
COMPLETED,91,WAITING,1,REJECTED,841,Turnaround,163.67796610169492,Waiting,131.89830508474577,Processing,31.779661016949152,Ending Time,5002
COMPLETED,104,WAITING,1,REJECTED,806,Turnaround,129.9344262295082,Waiting,98.45901639344262,Processing,31.475409836065573,Ending Time,5009
COMPLETED,92,WAITING,1,REJECTED,807,Turnaround,73.14285714285714,Waiting,42.142857142857146,Processing,31.0,Ending Time,5000
COMPLETED,86,WAITING,1,REJECTED,835,Turnaround,140.68085106382978,Waiting,109.29787234042553,Processing,31.382978723404257,Ending Time,5035
COMPLETED,92,WAITING,1,REJECTED,833,Turnaround,107.3157894736842,Waiting,74.59649122807018,Processing,32.719298245614034,Ending Time,5002
COMPLETED,89,WAITING,1,REJECTED,826,Turnaround,132.82692307692307,Waiting,101.76923076923077,Processing,31.057692307692307,Ending Time,5000
COMPLETED,98,WAITING,1,REJECTED,797,Turnaround,138.1,Waiting,105.1,Processing,33.0,Ending Time,5005
COMPLETED,97,WAITING,1,REJECTED,793,Turnaround,93.42622950819673,Waiting,66.45901639344262,Processing,26.9672131147541,Ending Time,5005
COMPLETED,98,WAITING,1,REJECTED,820,Turnaround,96.0,Waiting,67.61016949152543,Processing,28.389830508474578,Ending Time,5002
COMPLETED,98,WAITING,1,REJECTED,823,Turnaround,101.96491228070175,Waiting,72.40350877192982,Processing,29.56140350877193,Ending Time,5002
COMPLETED,106,WAITING,1,REJECTED,818,Turnaround,117.75,Waiting,87.4375,Processing,30.3125,Ending Time,5006
COMPLETED,93,WAITING,1,REJECTED,821,Turnaround,99.2,Waiting,70.2909090909091,Processing,28.90909090909091,Ending Time,5000
COMPLETED,88,WAITING,1,REJECTED,793,Turnaround,120.97826086956522,Waiting,89.45652173913044,Processing,31.52173913043478,Ending Time,5005
COMPLETED,104,WAITING,1,REJECTED,800,Turnaround,110.11864406779661,Waiting,80.28813559322033,Processing,29.83050847457627,Ending Time,5043
COMPLETED,98,WAITING,1,REJECTED,804,Turnaround,131.22413793103448,Waiting,96.56896551724138,Processing,34.6551724137931,Ending Time,5012
